problem_id,branch,layer,calls,total_s,mean_s,min_s,max_s,prompt_tokens,completion_tokens
problem_001,ontology,generate_dsl,1,0.001091,0.001091,0.001091,0.001091,5326,804
problem_001,ontology,extract_problem,0,0,0.0,0.0,0.0,652,577
problem_001,ontology,reasoner_pellet,1,2.069898,2.069898,2.069898,2.069898,0,0
problem_001,ontology,emit_java,1,0.00115,0.00115,0.00115,0.00115,0,0
problem_001,ontology,validate_dsl,1,2.093761,2.093761,2.093761,2.093761,0,0
problem_001,ontology,generate_dsl,1,0.001074,0.001074,0.001074,0.001074,5248,769
problem_001,ontology,extract_problem,0,0,0.0,0.0,0.0,652,499
problem_001,ontology,reasoner_pellet,1,0.892916,0.892916,0.892916,0.892916,0,0
problem_001,ontology,emit_java,1,0.000793,0.000793,0.000793,0.000793,0,0
problem_001,ontology,validate_dsl,1,0.913475,0.913475,0.913475,0.913475,0,0
problem_001,ontology,generate_dsl,1,0.002482,0.002482,0.002482,0.002482,5346,817
problem_001,ontology,extract_problem,0,0,0.0,0.0,0.0,652,597
problem_001,ontology,reasoner_pellet,1,0.857727,0.857727,0.857727,0.857727,0,0
problem_001,ontology,emit_java,1,0.000661,0.000661,0.000661,0.000661,0,0
problem_001,ontology,validate_dsl,1,0.883394,0.883394,0.883394,0.883394,0,0
problem_001,ontology,generate_dsl,1,0.000739,0.000739,0.000739,0.000739,5384,1085
problem_001,ontology,extract_problem,0,0,0.0,0.0,0.0,652,631
problem_001,ontology,reasoner_pellet,1,0.885998,0.885998,0.885998,0.885998,0,0
problem_001,ontology,emit_java,1,0.000778,0.000778,0.000778,0.000778,0,0
problem_001,ontology,validate_dsl,1,0.909806,0.909806,0.909806,0.909806,0,0
problem_001,ontology,generate_dsl,1,0.000843,0.000843,0.000843,0.000843,5360,881
problem_001,ontology,extract_problem,0,0,0.0,0.0,0.0,652,611
problem_001,ontology,reasoner_pellet,1,0.971121,0.971121,0.971121,0.971121,0,0
problem_001,ontology,emit_java,1,0.000701,0.000701,0.000701,0.000701,0,0
problem_001,ontology,validate_dsl,1,0.990271,0.990271,0.990271,0.990271,0,0
problem_001,single,extract_problem,0,0,0.0,0.0,0.0,652,577
problem_001,single,generate_dsl,1,12.948977,12.948977,12.948977,12.948977,5326,804
problem_001,single,emit_java,1,0.022683,0.022683,0.022683,0.022683,0,0
problem_001,single,extract_problem,0,0,0.0,0.0,0.0,652,499
problem_001,single,generate_dsl,1,12.164843,12.164843,12.164843,12.164843,5248,769
problem_001,single,emit_java,1,0.043082,0.043082,0.043082,0.043082,0,0
problem_001,single,extract_problem,0,0,0.0,0.0,0.0,652,597
problem_001,single,generate_dsl,1,13.19682,13.19682,13.19682,13.19682,5346,817
problem_001,single,emit_java,1,0.025449,0.025449,0.025449,0.025449,0,0
problem_001,single,extract_problem,0,0,0.0,0.0,0.0,652,631
problem_001,single,generate_dsl,1,19.870039,19.870039,19.870039,19.870039,5384,1085
problem_001,single,emit_java,1,0.027481,0.027481,0.027481,0.027481,0,0
problem_001,single,extract_problem,0,0,0.0,0.0,0.0,652,611
problem_001,single,generate_dsl,1,12.63809,12.63809,12.63809,12.63809,5360,881
problem_001,single,emit_java,1,0.018837,0.018837,0.018837,0.018837,0,0
problem_002,ontology,generate_dsl,2,22.206263,11.103132,0.000866,22.205397,11362,3950
problem_002,ontology,extract_problem,0,0,0.0,0.0,0.0,668,773
problem_002,ontology,reasoner_pellet,1,0.901451,0.901451,0.901451,0.901451,0,0
problem_002,ontology,emit_java,1,0.000682,0.000682,0.000682,0.000682,0,0
problem_002,ontology,validate_dsl,2,0.962515,0.481258,0.01867,0.943845,0,0
problem_002,ontology,generate_dsl,2,23.011909,11.505955,0.000755,23.011155,11648,3955
problem_002,ontology,extract_problem,0,0,0.0,0.0,0.0,668,917
problem_002,ontology,reasoner_pellet,1,0.955394,0.955394,0.955394,0.955394,0,0
problem_002,ontology,emit_java,1,0.002715,0.002715,0.002715,0.002715,0,0
problem_002,ontology,validate_dsl,2,1.034296,0.517148,0.031653,1.002642,0,0
problem_002,ontology,generate_dsl,2,22.881305,11.440653,0.000532,22.880774,11514,3764
problem_002,ontology,extract_problem,0,0,0.0,0.0,0.0,668,891
problem_002,ontology,reasoner_pellet,1,0.900606,0.900606,0.900606,0.900606,0,0
problem_002,ontology,emit_java,1,0.00111,0.00111,0.00111,0.00111,0,0
problem_002,ontology,validate_dsl,2,0.963453,0.481727,0.029488,0.933965,0,0
problem_002,ontology,generate_dsl,1,0.000452,0.000452,0.000452,0.000452,5680,1897
problem_002,ontology,extract_problem,0,0,0.0,0.0,0.0,668,916
problem_002,ontology,reasoner_pellet,1,0.886704,0.886704,0.886704,0.886704,0,0
problem_002,ontology,emit_java,1,0.000612,0.000612,0.000612,0.000612,0,0
problem_002,ontology,validate_dsl,1,0.916945,0.916945,0.916945,0.916945,0,0
problem_002,ontology,generate_dsl,1,0.001177,0.001177,0.001177,0.001177,5614,1917
problem_002,ontology,extract_problem,0,0,0.0,0.0,0.0,668,850
problem_002,ontology,reasoner_pellet,1,0.887438,0.887438,0.887438,0.887438,0,0
problem_002,ontology,emit_java,1,0.000862,0.000862,0.000862,0.000862,0,0
problem_002,ontology,validate_dsl,1,0.913824,0.913824,0.913824,0.913824,0,0
problem_002,single,extract_problem,0,0,0.0,0.0,0.0,668,773
problem_002,single,generate_dsl,1,23.883064,23.883064,23.883064,23.883064,5537,2019
problem_002,single,emit_java,1,0.023835,0.023835,0.023835,0.023835,0,0
problem_002,single,extract_problem,0,0,0.0,0.0,0.0,668,917
problem_002,single,generate_dsl,1,23.468602,23.468602,23.468602,23.468602,5681,2004
problem_002,single,emit_java,1,0.0189,0.0189,0.0189,0.0189,0,0
problem_002,single,extract_problem,0,0,0.0,0.0,0.0,668,891
problem_002,single,generate_dsl,1,22.713184,22.713184,22.713184,22.713184,5655,1907
problem_002,single,emit_java,1,0.023104,0.023104,0.023104,0.023104,0,0
problem_002,single,extract_problem,0,0,0.0,0.0,0.0,668,916
problem_002,single,generate_dsl,1,22.503899,22.503899,22.503899,22.503899,5680,1897
problem_002,single,emit_java,1,0.026521,0.026521,0.026521,0.026521,0,0
problem_002,single,extract_problem,0,0,0.0,0.0,0.0,668,850
problem_002,single,generate_dsl,1,26.131567,26.131567,26.131567,26.131567,5614,1917
problem_002,single,emit_java,1,0.03088,0.03088,0.03088,0.03088,0,0
problem_003,ontology,generate_dsl,1,0.000963,0.000963,0.000963,0.000963,5195,742
problem_003,ontology,extract_problem,0,0,0.0,0.0,0.0,638,461
problem_003,ontology,reasoner_pellet,1,0.942297,0.942297,0.942297,0.942297,0,0
problem_003,ontology,emit_java,1,0.00096,0.00096,0.00096,0.00096,0,0
problem_003,ontology,validate_dsl,1,0.965139,0.965139,0.965139,0.965139,0,0
problem_003,ontology,generate_dsl,1,0.002624,0.002624,0.002624,0.002624,5242,762
problem_003,ontology,extract_problem,0,0,0.0,0.0,0.0,638,508
problem_003,ontology,reasoner_pellet,1,0.947921,0.947921,0.947921,0.947921,0,0
problem_003,ontology,emit_java,1,0.000746,0.000746,0.000746,0.000746,0,0
problem_003,ontology,validate_dsl,1,0.972083,0.972083,0.972083,0.972083,0,0
problem_003,ontology,generate_dsl,1,0.000882,0.000882,0.000882,0.000882,5216,739
problem_003,ontology,extract_problem,0,0,0.0,0.0,0.0,638,482
problem_003,ontology,reasoner_pellet,1,0.903543,0.903543,0.903543,0.903543,0,0
problem_003,ontology,emit_java,1,0.001036,0.001036,0.001036,0.001036,0,0
problem_003,ontology,validate_dsl,1,0.928343,0.928343,0.928343,0.928343,0,0
problem_003,ontology,generate_dsl,2,11.642983,5.821492,0.000987,11.641996,10670,1525
problem_003,ontology,extract_problem,0,0,0.0,0.0,0.0,638,472
problem_003,ontology,reasoner_pellet,1,0.865692,0.865692,0.865692,0.865692,0,0
problem_003,ontology,emit_java,1,0.00073,0.00073,0.00073,0.00073,0,0
problem_003,ontology,validate_dsl,2,0.924213,0.462107,0.023572,0.900641,0,0
problem_003,ontology,generate_dsl,1,0.001296,0.001296,0.001296,0.001296,5242,750
problem_003,ontology,extract_problem,0,0,0.0,0.0,0.0,638,508
problem_003,ontology,reasoner_pellet,1,0.977961,0.977961,0.977961,0.977961,0,0
problem_003,ontology,emit_java,1,0.000694,0.000694,0.000694,0.000694,0,0
problem_003,ontology,validate_dsl,1,0.999115,0.999115,0.999115,0.999115,0,0
problem_003,single,extract_problem,0,0,0.0,0.0,0.0,638,461
problem_003,single,generate_dsl,1,11.19931,11.19931,11.19931,11.19931,5195,742
problem_003,single,emit_java,1,0.022425,0.022425,0.022425,0.022425,0,0
problem_003,single,extract_problem,0,0,0.0,0.0,0.0,638,508
problem_003,single,generate_dsl,1,11.579618,11.579618,11.579618,11.579618,5242,762
problem_003,single,emit_java,1,0.022537,0.022537,0.022537,0.022537,0,0
problem_003,single,extract_problem,0,0,0.0,0.0,0.0,638,482
problem_003,single,generate_dsl,1,11.403246,11.403246,11.403246,11.403246,5216,739
problem_003,single,emit_java,1,0.018801,0.018801,0.018801,0.018801,0,0
problem_003,single,extract_problem,0,0,0.0,0.0,0.0,638,472
problem_003,single,generate_dsl,1,12.004599,12.004599,12.004599,12.004599,5206,775
problem_003,single,emit_java,1,0.023921,0.023921,0.023921,0.023921,0,0
problem_003,single,extract_problem,0,0,0.0,0.0,0.0,638,508
problem_003,single,generate_dsl,1,11.863831,11.863831,11.863831,11.863831,5242,750
problem_003,single,emit_java,1,0.031243,0.031243,0.031243,0.031243,0,0
problem_004,ontology,generate_dsl,1,0.000752,0.000752,0.000752,0.000752,5330,1065
problem_004,ontology,extract_problem,0,0,0.0,0.0,0.0,655,580
problem_004,ontology,reasoner_pellet,1,0.911979,0.911979,0.911979,0.911979,0,0
problem_004,ontology,emit_java,1,0.000674,0.000674,0.000674,0.000674,0,0
problem_004,ontology,validate_dsl,1,0.933483,0.933483,0.933483,0.933483,0,0
problem_004,ontology,generate_dsl,1,0.000607,0.000607,0.000607,0.000607,5322,983
problem_004,ontology,extract_problem,0,0,0.0,0.0,0.0,655,572
problem_004,ontology,reasoner_pellet,1,0.884356,0.884356,0.884356,0.884356,0,0
problem_004,ontology,emit_java,1,0.000744,0.000744,0.000744,0.000744,0,0
problem_004,ontology,validate_dsl,1,0.915965,0.915965,0.915965,0.915965,0,0
problem_004,ontology,generate_dsl,1,0.000564,0.000564,0.000564,0.000564,5383,1073
problem_004,ontology,extract_problem,0,0,0.0,0.0,0.0,655,633
problem_004,ontology,reasoner_pellet,1,1.018275,1.018275,1.018275,1.018275,0,0
problem_004,ontology,emit_java,1,0.000869,0.000869,0.000869,0.000869,0,0
problem_004,ontology,validate_dsl,1,1.046941,1.046941,1.046941,1.046941,0,0
problem_004,ontology,generate_dsl,1,0.000752,0.000752,0.000752,0.000752,5398,1095
problem_004,ontology,extract_problem,0,0,0.0,0.0,0.0,655,648
problem_004,ontology,reasoner_pellet,1,0.888337,0.888337,0.888337,0.888337,0,0
problem_004,ontology,emit_java,1,0.001459,0.001459,0.001459,0.001459,0,0
problem_004,ontology,validate_dsl,1,0.916181,0.916181,0.916181,0.916181,0,0
problem_004,ontology,generate_dsl,1,0.000454,0.000454,0.000454,0.000454,5325,976
problem_004,ontology,extract_problem,0,0,0.0,0.0,0.0,655,575
problem_004,ontology,reasoner_pellet,1,0.926554,0.926554,0.926554,0.926554,0,0
problem_004,ontology,emit_java,1,0.000699,0.000699,0.000699,0.000699,0,0
problem_004,ontology,validate_dsl,1,0.952009,0.952009,0.952009,0.952009,0,0
problem_004,single,extract_problem,0,0,0.0,0.0,0.0,655,580
problem_004,single,generate_dsl,1,14.218479,14.218479,14.218479,14.218479,5330,1065
problem_004,single,emit_java,1,0.03364,0.03364,0.03364,0.03364,0,0
problem_004,single,extract_problem,0,0,0.0,0.0,0.0,655,572
problem_004,single,generate_dsl,1,14.489032,14.489032,14.489032,14.489032,5322,983
problem_004,single,emit_java,1,0.024563,0.024563,0.024563,0.024563,0,0
problem_004,single,extract_problem,0,0,0.0,0.0,0.0,655,633
problem_004,single,generate_dsl,1,14.164389,14.164389,14.164389,14.164389,5383,1073
problem_004,single,emit_java,1,0.024654,0.024654,0.024654,0.024654,0,0
problem_004,single,extract_problem,0,0,0.0,0.0,0.0,655,648
problem_004,single,generate_dsl,1,14.276766,14.276766,14.276766,14.276766,5398,1095
problem_004,single,emit_java,1,0.042688,0.042688,0.042688,0.042688,0,0
problem_004,single,extract_problem,0,0,0.0,0.0,0.0,655,575
problem_004,single,generate_dsl,1,14.562669,14.562669,14.562669,14.562669,5325,976
problem_004,single,emit_java,1,0.019035,0.019035,0.019035,0.019035,0,0
problem_005,ontology,generate_dsl,1,0.000578,0.000578,0.000578,0.000578,5400,1620
problem_005,ontology,extract_problem,0,0,0.0,0.0,0.0,661,644
problem_005,ontology,reasoner_pellet,1,0.982214,0.982214,0.982214,0.982214,0,0
problem_005,ontology,emit_java,1,0.000767,0.000767,0.000767,0.000767,0,0
problem_005,ontology,validate_dsl,1,1.00645,1.00645,1.00645,1.00645,0,0
problem_005,ontology,generate_dsl,1,0.000525,0.000525,0.000525,0.000525,5360,1479
problem_005,ontology,extract_problem,0,0,0.0,0.0,0.0,661,604
problem_005,ontology,reasoner_pellet,1,1.05192,1.05192,1.05192,1.05192,0,0
problem_005,ontology,emit_java,1,0.000917,0.000917,0.000917,0.000917,0,0
problem_005,ontology,validate_dsl,1,1.07495,1.07495,1.07495,1.07495,0,0
problem_005,ontology,generate_dsl,1,0.000626,0.000626,0.000626,0.000626,5428,1618
problem_005,ontology,extract_problem,0,0,0.0,0.0,0.0,661,672
problem_005,ontology,reasoner_pellet,1,0.970692,0.970692,0.970692,0.970692,0,0
problem_005,ontology,emit_java,1,0.000754,0.000754,0.000754,0.000754,0,0
problem_005,ontology,validate_dsl,1,1.00383,1.00383,1.00383,1.00383,0,0
problem_005,ontology,generate_dsl,1,0.000753,0.000753,0.000753,0.000753,5374,1543
problem_005,ontology,extract_problem,0,0,0.0,0.0,0.0,661,618
problem_005,ontology,reasoner_pellet,1,2.364569,2.364569,2.364569,2.364569,0,0
problem_005,ontology,emit_java,1,0.001869,0.001869,0.001869,0.001869,0,0
problem_005,ontology,validate_dsl,1,2.398293,2.398293,2.398293,2.398293,0,0
problem_005,ontology,generate_dsl,1,0.000504,0.000504,0.000504,0.000504,5393,1636
problem_005,ontology,extract_problem,0,0,0.0,0.0,0.0,661,637
problem_005,ontology,reasoner_pellet,1,0.949072,0.949072,0.949072,0.949072,0,0
problem_005,ontology,emit_java,1,0.000833,0.000833,0.000833,0.000833,0,0
problem_005,ontology,validate_dsl,1,0.978198,0.978198,0.978198,0.978198,0,0
problem_005,single,extract_problem,0,0,0.0,0.0,0.0,661,644
problem_005,single,generate_dsl,1,19.735663,19.735663,19.735663,19.735663,5400,1620
problem_005,single,emit_java,1,0.025956,0.025956,0.025956,0.025956,0,0
problem_005,single,extract_problem,0,0,0.0,0.0,0.0,661,604
problem_005,single,generate_dsl,1,17.245355,17.245355,17.245355,17.245355,5360,1479
problem_005,single,emit_java,1,0.02853,0.02853,0.02853,0.02853,0,0
problem_005,single,extract_problem,0,0,0.0,0.0,0.0,661,672
problem_005,single,generate_dsl,1,19.704658,19.704658,19.704658,19.704658,5428,1618
problem_005,single,emit_java,1,0.030615,0.030615,0.030615,0.030615,0,0
problem_005,single,extract_problem,0,0,0.0,0.0,0.0,661,618
problem_005,single,generate_dsl,1,19.847156,19.847156,19.847156,19.847156,5374,1543
problem_005,single,emit_java,1,0.024292,0.024292,0.024292,0.024292,0,0
problem_005,single,extract_problem,0,0,0.0,0.0,0.0,661,637
problem_005,single,generate_dsl,1,19.248491,19.248491,19.248491,19.248491,5393,1636
problem_005,single,emit_java,1,0.0246,0.0246,0.0246,0.0246,0,0
problem_006,ontology,generate_dsl,1,0.00075,0.00075,0.00075,0.00075,5485,1368
problem_006,ontology,extract_problem,0,0,0.0,0.0,0.0,662,727
problem_006,ontology,reasoner_pellet,1,0.944691,0.944691,0.944691,0.944691,0,0
problem_006,ontology,emit_java,1,0.000694,0.000694,0.000694,0.000694,0,0
problem_006,ontology,validate_dsl,1,0.979851,0.979851,0.979851,0.979851,0,0
problem_006,ontology,generate_dsl,1,0.00095,0.00095,0.00095,0.00095,5482,1459
problem_006,ontology,extract_problem,0,0,0.0,0.0,0.0,662,724
problem_006,ontology,reasoner_pellet,1,1.000327,1.000327,1.000327,1.000327,0,0
problem_006,ontology,emit_java,1,0.000744,0.000744,0.000744,0.000744,0,0
problem_006,ontology,validate_dsl,1,1.029028,1.029028,1.029028,1.029028,0,0
problem_006,ontology,generate_dsl,1,0.000514,0.000514,0.000514,0.000514,5496,1487
problem_006,ontology,extract_problem,0,0,0.0,0.0,0.0,662,738
problem_006,ontology,reasoner_pellet,1,0.967198,0.967198,0.967198,0.967198,0,0
problem_006,ontology,emit_java,1,0.00117,0.00117,0.00117,0.00117,0,0
problem_006,ontology,validate_dsl,1,1.007898,1.007898,1.007898,1.007898,0,0
problem_006,ontology,generate_dsl,1,0.000544,0.000544,0.000544,0.000544,5570,1419
problem_006,ontology,extract_problem,0,0,0.0,0.0,0.0,662,812
problem_006,ontology,reasoner_pellet,1,1.000345,1.000345,1.000345,1.000345,0,0
problem_006,ontology,emit_java,1,0.000857,0.000857,0.000857,0.000857,0,0
problem_006,ontology,validate_dsl,1,1.018651,1.018651,1.018651,1.018651,0,0
problem_006,ontology,generate_dsl,1,0.00076,0.00076,0.00076,0.00076,5486,1421
problem_006,ontology,extract_problem,0,0,0.0,0.0,0.0,662,728
problem_006,ontology,reasoner_pellet,1,0.934569,0.934569,0.934569,0.934569,0,0
problem_006,ontology,emit_java,1,0.001119,0.001119,0.001119,0.001119,0,0
problem_006,ontology,validate_dsl,1,0.95863,0.95863,0.95863,0.95863,0,0
problem_006,single,extract_problem,0,0,0.0,0.0,0.0,662,727
problem_006,single,generate_dsl,1,16.659066,16.659066,16.659066,16.659066,5485,1368
problem_006,single,emit_java,1,0.024002,0.024002,0.024002,0.024002,0,0
problem_006,single,extract_problem,0,0,0.0,0.0,0.0,662,724
problem_006,single,generate_dsl,1,19.87193,19.87193,19.87193,19.87193,5482,1459
problem_006,single,emit_java,1,0.028216,0.028216,0.028216,0.028216,0,0
problem_006,single,extract_problem,0,0,0.0,0.0,0.0,662,738
problem_006,single,generate_dsl,1,17.668281,17.668281,17.668281,17.668281,5496,1487
problem_006,single,emit_java,1,0.018534,0.018534,0.018534,0.018534,0,0
problem_006,single,extract_problem,0,0,0.0,0.0,0.0,662,812
problem_006,single,generate_dsl,1,17.272238,17.272238,17.272238,17.272238,5570,1419
problem_006,single,emit_java,1,0.008993,0.008993,0.008993,0.008993,0,0
problem_006,single,extract_problem,0,0,0.0,0.0,0.0,662,728
problem_006,single,generate_dsl,1,22.613023,22.613023,22.613023,22.613023,5486,1421
problem_006,single,emit_java,1,0.036382,0.036382,0.036382,0.036382,0,0
problem_007,ontology,generate_dsl,2,21.824547,10.912273,0.000906,21.823641,11280,3484
problem_007,ontology,extract_problem,0,0,0.0,0.0,0.0,661,783
problem_007,ontology,reasoner_pellet,1,0.939844,0.939844,0.939844,0.939844,0,0
problem_007,ontology,emit_java,1,0.001172,0.001172,0.001172,0.001172,0,0
problem_007,ontology,validate_dsl,2,1.021407,0.510704,0.026654,0.994754,0,0
problem_007,ontology,generate_dsl,1,0.000596,0.000596,0.000596,0.000596,5495,1606
problem_007,ontology,extract_problem,0,0,0.0,0.0,0.0,661,738
problem_007,ontology,reasoner_pellet,1,1.055992,1.055992,1.055992,1.055992,0,0
problem_007,ontology,emit_java,1,0.001213,0.001213,0.001213,0.001213,0,0
problem_007,ontology,validate_dsl,1,1.085843,1.085843,1.085843,1.085843,0,0
problem_007,ontology,generate_dsl,1,0.000557,0.000557,0.000557,0.000557,5561,1714
problem_007,ontology,extract_problem,0,0,0.0,0.0,0.0,661,804
problem_007,ontology,reasoner_pellet,1,0.935349,0.935349,0.935349,0.935349,0,0
problem_007,ontology,emit_java,1,0.000742,0.000742,0.000742,0.000742,0,0
problem_007,ontology,validate_dsl,1,0.966371,0.966371,0.966371,0.966371,0,0
problem_007,ontology,generate_dsl,1,0.000755,0.000755,0.000755,0.000755,5491,1584
problem_007,ontology,extract_problem,0,0,0.0,0.0,0.0,661,734
problem_007,ontology,reasoner_pellet,1,0.932055,0.932055,0.932055,0.932055,0,0
problem_007,ontology,emit_java,1,0.001312,0.001312,0.001312,0.001312,0,0
problem_007,ontology,validate_dsl,1,0.961208,0.961208,0.961208,0.961208,0,0
problem_007,ontology,generate_dsl,2,20.105863,10.052931,0.002558,20.103304,11121,3538
problem_007,ontology,extract_problem,0,0,0.0,0.0,0.0,661,707
problem_007,ontology,reasoner_pellet,1,0.9842,0.9842,0.9842,0.9842,0,0
problem_007,ontology,emit_java,1,0.001177,0.001177,0.001177,0.001177,0,0
problem_007,ontology,validate_dsl,2,1.064296,0.532148,0.028706,1.03559,0,0
problem_007,single,extract_problem,0,0,0.0,0.0,0.0,661,783
problem_007,single,generate_dsl,1,21.032187,21.032187,21.032187,21.032187,5540,1741
problem_007,single,emit_java,1,0.022456,0.022456,0.022456,0.022456,0,0
problem_007,single,extract_problem,0,0,0.0,0.0,0.0,661,738
problem_007,single,generate_dsl,1,20.385608,20.385608,20.385608,20.385608,5495,1606
problem_007,single,emit_java,1,0.019309,0.019309,0.019309,0.019309,0,0
problem_007,single,extract_problem,0,0,0.0,0.0,0.0,661,804
problem_007,single,generate_dsl,1,19.675565,19.675565,19.675565,19.675565,5561,1714
problem_007,single,emit_java,1,0.0221,0.0221,0.0221,0.0221,0,0
problem_007,single,extract_problem,0,0,0.0,0.0,0.0,661,734
problem_007,single,generate_dsl,1,19.931338,19.931338,19.931338,19.931338,5491,1584
problem_007,single,emit_java,1,0.026256,0.026256,0.026256,0.026256,0,0
problem_007,single,extract_problem,0,0,0.0,0.0,0.0,661,707
problem_007,single,generate_dsl,1,24.654203,24.654203,24.654203,24.654203,5464,1902
problem_007,single,emit_java,1,0.02528,0.02528,0.02528,0.02528,0,0
problem_008,ontology,generate_dsl,1,0.000626,0.000626,0.000626,0.000626,5695,836
problem_008,ontology,extract_problem,0,0,0.0,0.0,0.0,688,912
problem_008,ontology,reasoner_pellet,1,0.952718,0.952718,0.952718,0.952718,0,0
problem_008,ontology,emit_java,1,0.000613,0.000613,0.000613,0.000613,0,0
problem_008,ontology,validate_dsl,1,0.985182,0.985182,0.985182,0.985182,0,0
problem_008,ontology,generate_dsl,1,0.002284,0.002284,0.002284,0.002284,5712,837
problem_008,ontology,extract_problem,0,0,0.0,0.0,0.0,688,929
problem_008,ontology,reasoner_pellet,1,0.931963,0.931963,0.931963,0.931963,0,0
problem_008,ontology,emit_java,1,0.00128,0.00128,0.00128,0.00128,0,0
problem_008,ontology,validate_dsl,1,0.955977,0.955977,0.955977,0.955977,0,0
problem_008,ontology,generate_dsl,1,0.000908,0.000908,0.000908,0.000908,5751,827
problem_008,ontology,extract_problem,0,0,0.0,0.0,0.0,688,968
problem_008,ontology,reasoner_pellet,1,0.922586,0.922586,0.922586,0.922586,0,0
problem_008,ontology,emit_java,1,0.000666,0.000666,0.000666,0.000666,0,0
problem_008,ontology,validate_dsl,1,0.951043,0.951043,0.951043,0.951043,0,0
problem_008,ontology,generate_dsl,1,0.001093,0.001093,0.001093,0.001093,5656,996
problem_008,ontology,extract_problem,0,0,0.0,0.0,0.0,688,873
problem_008,ontology,reasoner_pellet,1,0.918863,0.918863,0.918863,0.918863,0,0
problem_008,ontology,emit_java,1,0.000685,0.000685,0.000685,0.000685,0,0
problem_008,ontology,validate_dsl,1,0.944482,0.944482,0.944482,0.944482,0,0
problem_008,ontology,generate_dsl,1,0.001081,0.001081,0.001081,0.001081,5749,819
problem_008,ontology,extract_problem,0,0,0.0,0.0,0.0,688,966
problem_008,ontology,reasoner_pellet,1,0.925631,0.925631,0.925631,0.925631,0,0
problem_008,ontology,emit_java,1,0.000811,0.000811,0.000811,0.000811,0,0
problem_008,ontology,validate_dsl,1,0.954516,0.954516,0.954516,0.954516,0,0
problem_008,single,extract_problem,0,0,0.0,0.0,0.0,688,912
problem_008,single,generate_dsl,1,12.285994,12.285994,12.285994,12.285994,5695,836
problem_008,single,emit_java,1,0.019052,0.019052,0.019052,0.019052,0,0
problem_008,single,extract_problem,0,0,0.0,0.0,0.0,688,929
problem_008,single,generate_dsl,1,11.849659,11.849659,11.849659,11.849659,5712,837
problem_008,single,emit_java,1,0.022303,0.022303,0.022303,0.022303,0,0
problem_008,single,extract_problem,0,0,0.0,0.0,0.0,688,968
problem_008,single,generate_dsl,1,11.090372,11.090372,11.090372,11.090372,5751,827
problem_008,single,emit_java,1,0.025105,0.025105,0.025105,0.025105,0,0
problem_008,single,extract_problem,0,0,0.0,0.0,0.0,688,873
problem_008,single,generate_dsl,1,13.460582,13.460582,13.460582,13.460582,5656,996
problem_008,single,emit_java,1,0.025944,0.025944,0.025944,0.025944,0,0
problem_008,single,extract_problem,0,0,0.0,0.0,0.0,688,966
problem_008,single,generate_dsl,1,10.85108,10.85108,10.85108,10.85108,5749,819
problem_008,single,emit_java,1,0.022669,0.022669,0.022669,0.022669,0,0
problem_009,ontology,generate_dsl,1,0.000748,0.000748,0.000748,0.000748,5242,752
problem_009,ontology,extract_problem,0,0,0.0,0.0,0.0,624,523
problem_009,ontology,reasoner_pellet,1,1.026362,1.026362,1.026362,1.026362,0,0
problem_009,ontology,emit_java,1,0.000648,0.000648,0.000648,0.000648,0,0
problem_009,ontology,validate_dsl,1,1.052776,1.052776,1.052776,1.052776,0,0
problem_009,ontology,generate_dsl,1,0.001078,0.001078,0.001078,0.001078,5203,758
problem_009,ontology,extract_problem,0,0,0.0,0.0,0.0,624,475
problem_009,ontology,reasoner_pellet,1,1.023604,1.023604,1.023604,1.023604,0,0
problem_009,ontology,emit_java,1,0.001168,0.001168,0.001168,0.001168,0,0
problem_009,ontology,validate_dsl,1,1.044312,1.044312,1.044312,1.044312,0,0
problem_009,ontology,generate_dsl,1,0.000625,0.000625,0.000625,0.000625,5210,766
problem_009,ontology,extract_problem,0,0,0.0,0.0,0.0,624,488
problem_009,ontology,reasoner_pellet,1,1.006471,1.006471,1.006471,1.006471,0,0
problem_009,ontology,emit_java,1,0.000601,0.000601,0.000601,0.000601,0,0
problem_009,ontology,validate_dsl,1,1.038312,1.038312,1.038312,1.038312,0,0
problem_009,ontology,generate_dsl,1,0.001993,0.001993,0.001993,0.001993,5203,767
problem_009,ontology,extract_problem,0,0,0.0,0.0,0.0,624,484
problem_009,ontology,reasoner_pellet,1,0.892857,0.892857,0.892857,0.892857,0,0
problem_009,ontology,emit_java,1,0.00077,0.00077,0.00077,0.00077,0,0
problem_009,ontology,validate_dsl,1,0.915291,0.915291,0.915291,0.915291,0,0
problem_009,ontology,generate_dsl,1,0.00051,0.00051,0.00051,0.00051,5208,757
problem_009,ontology,extract_problem,0,0,0.0,0.0,0.0,624,489
problem_009,ontology,reasoner_pellet,1,0.905488,0.905488,0.905488,0.905488,0,0
problem_009,ontology,emit_java,1,0.000793,0.000793,0.000793,0.000793,0,0
problem_009,ontology,validate_dsl,1,0.932747,0.932747,0.932747,0.932747,0,0
problem_009,single,extract_problem,0,0,0.0,0.0,0.0,624,523
problem_009,single,generate_dsl,1,11.086322,11.086322,11.086322,11.086322,5242,752
problem_009,single,emit_java,1,0.020961,0.020961,0.020961,0.020961,0,0
problem_009,single,extract_problem,0,0,0.0,0.0,0.0,624,475
problem_009,single,generate_dsl,1,10.562429,10.562429,10.562429,10.562429,5203,758
problem_009,single,emit_java,1,0.028878,0.028878,0.028878,0.028878,0,0
